p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.809360683,0.652860343,1.100181222,0.515029609,1.10472846,0.98636657,1.262886167,2.52071476,1.039215088,1.042775989,1.023277044,1.151041269,1.585834026,1.262242079,2.635278702,1.399295568
1.505196333,1.148540854,1.822947621,0.940257907,2.06184864,1.711424828,2.30423975,4.293001652,1.693603873,1.759395599,1.865722418,1.953710914,2.480612993,2.329392433,4.223070621,2.595195055
2.156384706,1.56461823,2.52368474,1.30657506,2.908138275,2.340494394,3.20661521,5.671088696,2.218622446,2.344078779,2.618512154,2.665504217,3.343995333,3.26786828,5.362424374,3.647420406
2.779317856,1.938424826,3.20306468,1.63283968,3.670308352,2.929175615,4.015945911,6.83180809,2.694115162,2.870852232,3.32000351,3.34215498,4.177083015,4.11692524,6.299901962,4.596045017
3.378396511,2.287972927,3.861738205,1.930630922,4.367784023,3.496282578,4.758159637,7.863884926,3.145217896,3.368048191,3.986610889,3.996078968,4.980939865,4.900024891,7.137357712,5.468031406
3.955263138,2.621999025,4.500336647,2.207120419,5.014717102,4.048293591,5.448234558,8.81226635,3.580017805,3.846624374,4.625622272,4.630381107,5.756590843,5.63143158,7.917225838,6.281591415
4.51090765,2.944785118,5.11947155,2.466809511,5.621441364,4.587547302,6.095137119,9.700128555,4.001284122,4.310929775,5.240521908,5.246155262,6.505025864,6.320043087,8.65752697,7.049093723
5.046148777,3.258472919,5.719736099,2.712578535,6.1955266,5.114992142,6.704516888,10.53980064,4.410121918,4.762795925,5.833197594,5.844050884,7.227200031,6.971614361,9.366241455,7.779004097
5.56174469,3.564175129,6.30170536,2.946321249,6.742539406,5.631105423,7.280176163,11.33819389,4.80711174,5.203093529,6.40486002,6.424610615,7.924034595,7.590048313,10.04720306,8.47717762
6.058418274,3.862508059,6.865937233,3.169329405,7.266596317,6.136204243,7.824872494,12.09949398,5.19266367,5.632323265,6.956423283,6.988342285,8.596418381,8.17814827,10.70252705,9.147724152
6.536864281,4.153848171,7.412971973,3.382524729,7.77076149,6.630548477,8.340759277,12.82650089,5.567128181,6.050841331,7.488664627,7.535734177,9.245209694,8.738054276,11.33360195,9.793581009
6.997751713,4.438455105,7.943334103,3.586599588,8.257335663,7.114375114,8.829626083,13.52129555,5.930830479,6.458944321,8.002289772,8.067260742,9.871236801,9.271496773,11.94149876,10.41689873
7.441724777,4.716530323,8.457531929,3.782102108,8.728065491,7.587911129,9.293034554,14.18557262,6.284081459,6.856903076,8.497962952,8.583381653,10.47529793,9.779947281,12.52714062,11.0192976
7.869404793,4.988245964,8.956057549,3.969488144,9.184294701,8.051376343,9.73238945,14.82080364,6.627182484,7.24497366,8.976315498,9.084543228,11.05816364,10.26470566,13.09137058,11.60203838
8.281389236,5.253757954,9.439389229,4.149152279,9.627072334,8.504984856,10.14898205,15.42832565,6.960425377,7.623403549,9.437954903,9.57117939,11.62057781,10.72694874,13.63498402,12.16613483
8.678254128,5.513212681,9.907989502,4.321448326,10.05723286,8.948946953,10.54401588,16.00938034,7.28409338,7.992433071,9.883466721,10.04371071,12.1632576,11.16776657,14.15873909,12.71243382
9.060554504,5.766751289,10.36230755,4.486699104,10.47545528,9.383466721,10.91861916,16.56513596,7.598461628,8.352295876,10.31341457,10.50254631,12.68689632,11.58817673,14.66336346,13.24166393
9.428825378,6.014509201,10.80277824,4.645205975,10.88230228,9.808746338,11.27385521,17.09670067,7.90379715,8.703219414,10.72834206,10.94808292,13.19216156,11.9891386,15.14955616,13.75446892
9.78358078,6.256619453,11.22982407,4.797251701,11.27824974,10.22498131,11.61073017,17.60513306,8.200359344,9.045426369,11.12877369,11.38070583,13.67969799,12.37156105,15.61799145,14.25143337
10.12531662,6.493210793,11.64385509,4.943104267,11.6637125,10.63236427,11.9301939,18.09144211,8.488400459,9.379132271,11.51521587,11.80078983,14.15012741,12.73630524,16.06931686,14.73309612
10.45451164,6.724409103,12.04526711,5.08301878,12.03905487,11.03108406,12.23314857,18.55659103,8.768165588,9.704548836,11.88815784,12.20869827,14.60405064,13.08419228,16.50415993,15.19996071
10.77162552,6.95033741,12.43444443,5.217238903,12.40460682,11.42132378,12.52044678,19.00150108,9.03989315,10.02188206,12.24807072,12.60478401,15.04204655,13.41600227,16.9231205,15.65250492
11.07710171,7.171115875,12.81175995,5.345997334,12.76066971,11.80326462,12.79289913,19.42705345,9.303812981,10.33133316,12.59541035,12.98938942,15.464674,13.7324791,17.32677841,16.09118271
11.3713665,7.386861801,13.17757607,5.469516754,13.10752392,12.17708302,13.05127239,19.83409119,9.560150146,10.63309765,12.93061543,13.36284733,15.87247276,14.03433132,17.71569443,16.51642799
11.65483284,7.597689629,13.53224277,5.588010788,13.44543076,12.54295158,13.29629421,20.22341728,9.809122086,10.92736626,13.25411034,13.72548103,16.2659626,14.32223606,18.09040451,16.92865753
11.92789555,7.803711891,13.87609959,5.701683998,13.77463913,12.90103912,13.5286541,20.59580421,10.05094051,11.21432495,13.56630421,14.07760429,16.64564514,14.596838,18.45142937,17.32827568
12.19093704,8.005038261,14.20947552,5.810732841,14.09538555,13.25151157,13.74900723,20.95199013,10.28581047,11.49415588,13.8675909,14.41952133,17.01200676,14.8587513,18.79926872,17.71567154
12.44432545,8.201775551,14.532691,5.915345669,14.40789604,13.59453011,13.95797348,21.29267693,10.51393223,11.76703548,14.15835285,14.75152779,17.36551285,15.10856247,19.13440323,18.09121895
12.68841457,8.394028664,14.84605503,6.015702724,14.71238995,13.93025398,14.15614223,21.61854172,10.73549938,12.03313732,14.43895626,15.07391167,17.70661545,15.34683037,19.45729828,18.45528412
12.92354584,8.581899643,15.14986897,6.111977577,15.00907707,14.2588377,14.34407043,21.93022728,10.95069981,12.29262924,14.70975685,15.38695145,18.03574944,15.57408905,19.76840019,18.808218
13.15004826,8.765487671,15.44442272,6.20433569,15.29816055,14.58043385,14.52228737,22.22835159,11.15971756,12.54567528,14.97109699,15.69091797,18.35333443,15.79084682,20.06813812,19.15036011
13.36823845,8.944890976,15.72999954,6.292936802,15.5798378,14.89519119,14.69129467,22.51350594,11.36273003,12.79243565,15.22330761,15.98607445,18.65977669,15.99758911,20.35692978,19.48204231
13.57842159,9.120204926,16.00687218,6.377933502,15.85430145,15.2032547,14.85156918,22.78625298,11.55990887,13.03306675,15.46670723,16.27267647,18.95546532,16.19477844,20.6351738,19.80358315
13.78089142,9.29152298,16.2753067,6.459472656,16.12173653,15.50476646,15.00356102,23.04713249,11.75142288,13.26772022,15.70160389,16.55097198,19.24077988,16.38285637,20.90325546,20.11529541
13.97593021,9.458935738,16.5355587,6.537694931,16.38232422,15.79986572,15.14769936,23.29666138,11.9374342,13.49654484,15.92829418,16.82120132,19.51608276,16.56224442,21.1615448,20.41747665
14.16381168,9.622532845,16.78787994,6.612735271,16.63624001,16.0886898,15.2843895,23.53533363,12.11810017,13.71968555,16.14706421,17.08359718,19.78172493,16.73334312,21.41040039,20.71042061
14.34479809,9.782401085,17.03251076,6.6847229,16.88365555,16.37137032,15.41401577,23.76362228,12.29357529,13.93728352,16.35819244,17.33838844,20.03804779,16.89653587,21.65016747,20.99440956
14.51914215,9.938625336,17.26968384,6.753782272,17.12473869,16.64804077,15.53694439,23.98197746,12.46400928,14.14947605,16.56194496,17.58579445,20.2853756,17.05218887,21.8811779,21.26971626
14.68708801,10.09128857,17.49962997,6.82003212,17.35965157,16.91882706,15.65352058,24.19083214,12.62954617,14.35639858,16.75857925,17.82603073,20.52402496,17.20064926,22.10375023,21.53660583
14.84887028,10.24047184,17.7225666,6.883586884,17.58855057,17.18385506,15.76407242,24.3906002,12.79032612,14.55818081,16.94834328,18.05930328,20.75430107,17.34225082,22.31819344,21.79533768
15.00471497,10.38625431,17.93870926,6.944556713,17.8115921,17.44324684,15.86891174,24.58167648,12.94648647,14.75495052,17.13147926,18.28581429,20.97649765,17.47730827,22.52480507,22.04615974
15.15484047,10.52871418,18.14826393,7.003046036,18.02892494,17.69712067,15.96833324,24.76443863,13.09816074,14.94683266,17.30821609,18.50576019,21.19089699,17.60612679,22.72387123,22.28931427
15.2994566,10.66792679,18.35143089,7.059155941,18.24069405,17.94559669,16.06261826,24.93924904,13.24547672,15.13394833,17.47877884,18.71933174,21.39777374,17.72899246,22.91566658,22.52503395
15.43876553,10.80396557,18.5484066,7.112983704,18.44704437,18.18878746,16.15203094,25.10645294,13.3885603,15.31641674,17.64338303,18.92671394,21.59739304,17.84617996,23.10045624,22.75354767
15.57296181,10.93690395,18.73937798,7.16462183,18.64811325,18.4268074,16.23682213,25.26638222,13.52753258,15.49435234,17.80223656,19.12808418,21.79000664,17.95795441,23.27849579,22.97507668
15.70223331,11.06681252,18.92453003,7.214159012,18.8440361,18.65976524,16.31723213,25.41935349,13.66251183,15.66786766,17.95554161,19.32361794,21.9758625,18.06456375,23.45003319,23.18983269
15.82676125,11.19375992,19.10403824,7.26168108,19.03494453,18.88776779,16.39348793,25.56566811,13.79361248,15.83707333,18.10349083,19.51348495,22.15519714,18.16624641,23.61530495,23.39802361
15.94671917,11.31781292,19.27807617,7.30727005,19.22096634,19.11092186,16.46580315,25.7056179,13.92094612,16.0020752,18.24627113,19.69784927,22.32823944,18.26323128,23.77454185,23.5998497
16.06227493,11.43903828,19.44680977,7.351004601,19.4022274,19.32933044,16.53437996,25.83947754,14.04462147,16.16297913,18.38406372,19.8768692,22.49521065,18.35573387,23.92796326,23.79550552
16.17358971,11.55750084,19.61039925,7.392960072,19.57884979,19.54309464,16.59941483,25.96751404,14.16474342,16.31988525,18.51704216,20.05070114,22.65632248,18.443964,24.07578087,23.9851799
16.28081894,11.6732626,19.76900291,7.433208466,19.75095177,19.75231171,16.66108894,26.08997917,14.28141403,16.47289467,18.6453743,20.21949387,22.81178093,18.52811623,24.21819878,24.16905594
16.38411331,11.78638649,19.92277336,7.471819878,19.91864777,19.95708084,16.71957588,26.20711708,14.39473248,16.62210274,18.76922417,20.38339424,22.96178436,18.60838127,24.35541534,24.34731102
16.48361588,11.89693165,20.07185745,7.508860588,20.08205223,20.15749359,16.77503967,26.31915665,14.50479507,16.76760483,18.88874626,20.54254532,23.10652542,18.68493652,24.4876194,24.52011681
16.57946777,12.0049572,20.21639633,7.544394493,20.24127579,20.35364532,16.82763863,26.42632294,14.61169529,16.90949249,19.00409317,20.69708252,23.24618721,18.75795555,24.61499596,24.68764114
16.67180252,12.11052036,20.35653114,7.578482628,20.39642334,20.54562569,16.8775177,26.52882576,14.71552372,17.04785538,19.11540985,20.84714127,23.38094902,18.82760048,24.73772049,24.85004234
16.76074791,12.21367741,20.49239349,7.61118412,20.54759979,20.73352242,16.92481995,26.6268692,14.81636906,17.18278122,19.22283936,20.99285126,23.51098251,18.8940258,24.85596275,25.00748062
16.84642982,12.31448269,20.62411499,7.642555714,20.69490814,20.91742325,16.96967888,26.7206459,14.91431618,17.31435585,19.3265152,21.13433647,23.63645363,18.9573822,24.96988678,25.16010475
16.92896652,12.41299057,20.75182343,7.672650814,20.83844566,21.09741402,17.01221848,26.81034279,15.00944996,17.44266319,19.42656898,21.27172089,23.75752068,19.01781082,25.07964897,25.30806351
17.00847435,12.50925255,20.87563896,7.701521873,20.97830963,21.27357674,17.05256081,26.89613724,15.10184956,17.56778336,19.5231266,21.40512466,23.87434006,19.07544899,25.18540192,25.45149803
17.08506393,12.60332012,20.99567986,7.729218483,21.11459351,21.44599342,17.09081841,26.97819901,15.19159412,17.68979454,19.61631203,21.53466034,23.98706055,19.13042259,25.28729248,25.59054947
17.15884399,12.69524384,21.11206245,7.755788326,21.24739075,21.61474228,17.12709808,27.05669022,15.27876091,17.80877495,19.70624161,21.66044235,24.0958271,19.18285561,25.38546181,25.72534943
17.22991562,12.78507233,21.22489738,7.78127718,21.37678909,21.77990341,17.16150284,27.13176537,15.36342335,17.92480087,19.79302979,21.78257942,24.20077705,19.23286629,25.48004532,25.8560276
17.29837799,12.87285328,21.33429337,7.805729389,21.50287437,21.94155121,17.19412994,27.20357513,15.44565296,18.03794479,19.87678528,21.90117645,24.30204391,19.28056717,25.57117462,25.98271179
17.36432838,12.95863342,21.4403553,7.829186916,21.62573242,22.09976196,17.22507095,27.27226067,15.52551937,18.14827728,19.9576149,22.01633453,24.39975739,19.32606316,25.6589756,26.10552216
17.42785835,13.04245853,21.54318428,7.851690292,21.74544716,22.25460815,17.2544136,27.33795738,15.60309124,18.25586891,20.03562164,22.12815666,24.49404335,19.36945724,25.74357033,26.22457886
17.48905754,13.12437248,21.64287949,7.873278141,21.86209869,22.40616035,17.28223991,27.40079498,15.67843437,18.36078835,20.11090279,22.2367363,24.58502007,19.41084671,25.82507515,26.33999634
17.54800987,13.20441914,21.73953629,7.893987656,21.97576332,22.55449104,17.30862808,27.46089935,15.75161266,18.46310234,20.1835537,22.34216881,24.67280388,19.4503231,25.9036026,26.45188522
17.60479927,13.28264141,21.83324814,7.913854599,22.08651924,22.69966698,17.3336525,27.51838875,15.8226881,18.56287384,20.25366592,22.44454575,24.75750923,19.48797607,25.97926331,26.56035423
17.65950394,13.35908031,21.92410278,7.93291378,22.19444084,22.84175491,17.35738373,27.5733757,15.89172173,18.66016769,20.32132912,22.54395485,24.83924103,19.52388954,26.05216026,26.66550636
17.71220207,13.43377686,22.01218796,7.951197624,22.2996006,22.98082161,17.37989044,27.62597084,15.95877171,18.75504494,20.3866291,22.64048386,24.91810608,19.55814362,26.12239456,26.76744461
17.76296616,13.50677109,22.09758949,7.968737602,22.40206909,23.11693001,17.40123367,27.67627716,16.02389526,18.8475647,20.4496479,22.73421478,24.99420357,19.59081459,26.19006348,26.86626625
17.81186676,13.57810116,22.1803875,7.985563755,22.50191498,23.25014496,17.42147255,27.72439575,16.08714676,18.9377861,20.51046562,22.82522964,25.06763077,19.62197495,26.25526047,26.96206665
17.85897255,13.64780521,22.26066208,8.001706123,22.59920502,23.38052559,17.4406662,27.77042007,16.14858246,19.02576637,20.56915855,22.91360664,25.13848114,19.65169525,26.31807709,27.05493736
17.90435028,13.71592045,22.33848953,8.017190933,22.69400597,23.50813293,17.45886803,27.81444168,16.20825195,19.11156273,20.62580109,22.99942207,25.20684624,19.68004227,26.37859917,27.14496994
17.9480629,13.7824831,22.41394615,8.032046318,22.78637886,23.63302803,17.47612953,27.85654831,16.26620674,19.19522667,20.68046379,23.08275032,25.27281189,19.70708084,26.43691063,27.23225021
17.99017143,13.84752846,22.48710251,8.046297073,22.87638855,23.75526619,17.4924984,27.89682198,16.32249641,19.27681351,20.73321724,23.16366196,25.33646393,19.7328701,26.49309158,27.31686211
18.03073311,13.9110918,22.55802917,8.059967995,22.96409416,23.87490463,17.50802231,27.9353447,16.37716866,19.35637283,20.78412819,23.24222946,25.39788246,19.75746727,26.54722214,27.39888763
18.06980705,13.97320557,22.62679482,8.073082924,23.04955482,23.99199867,17.52274323,27.97219086,16.43027115,19.43395615,20.83325958,23.31851959,25.45714569,19.78092766,26.59937477,27.478405
18.10744667,14.03390408,22.69346428,8.085664749,23.13282967,24.10660362,17.53670502,28.00743294,16.48184776,19.50961304,20.88067436,23.39259911,25.51432991,19.80330467,26.64962196,27.5554924
18.14370537,14.0932188,22.75810051,8.097734451,23.21397209,24.21877098,17.54994392,28.04114342,16.53194237,19.58338928,20.92643356,23.46453094,25.5695076,19.8246479,26.69803429,27.63022232
18.17863274,14.15118122,22.82076836,8.109313011,23.29303741,24.32855225,17.5625,28.07338715,16.58059692,19.65533447,20.97059441,23.53437805,25.62274933,19.84500504,26.7446785,27.70266724
18.21227837,14.2078228,22.88152504,8.120420456,23.37007904,24.43599892,17.57440567,28.10422707,16.62785339,19.72549248,21.0132122,23.60219955,25.67412186,19.86442184,26.78961945,27.77289772
18.24468994,14.2631731,22.94042969,8.131076813,23.44515038,24.54116058,17.58569717,28.13372612,16.67375183,19.79390717,21.05434036,23.66805649,25.72369194,19.88294029,26.83291817,27.84098244
18.27591133,14.3172617,22.99753952,8.141299248,23.5182991,24.64408684,17.59640503,28.16194153,16.71833229,19.86062241,21.09403229,23.73200417,25.77152252,19.90060425,26.8746357,27.90698433
18.30598831,14.37011719,23.05290985,8.151105881,23.58957672,24.74482346,17.60655975,28.1889286,16.76163101,19.92568016,21.13233757,23.7940979,25.81767464,19.91745186,26.91482925,27.97096825
18.33496094,14.42176819,23.10659218,8.160513878,23.65902901,24.84341812,17.61618996,28.21474075,16.80368614,19.98912239,21.16930389,23.85439301,25.86220741,19.93351936,26.95355606,28.03299713
18.36286926,14.47224236,23.158638,8.169538498,23.72670364,24.9399147,17.62532234,28.23943138,16.84453392,20.05098915,21.20497894,23.91294098,25.90517807,19.94884491,26.99086761,28.09313011
18.38975334,14.52156544,23.20909691,8.178195953,23.79264641,25.03435898,17.6339817,28.26304626,16.88420677,20.11131859,21.23940849,23.96979141,25.94664192,19.96346283,27.02681732,28.15142441
18.41565132,14.56976414,23.25801849,8.186501503,23.85690308,25.12679482,17.64219475,28.28563499,16.92274094,20.17014885,21.27263451,24.0249939,25.98665047,19.97740555,27.06145287,28.20793724
18.44059944,14.6168642,23.30544853,8.194469452,23.9195137,25.21726608,17.64998245,28.30723953,16.96016693,20.22751808,21.30470085,24.07859612,26.0252552,19.99070358,27.09482384,28.26272202
18.46463203,14.66289139,23.3514328,8.202113152,23.98052216,25.30581284,17.65736771,28.32790565,16.99651718,20.28346252,21.33564568,24.13064575,26.06250572,20.00338745,27.12697601,28.31583214
18.48778152,14.70786858,23.39601517,8.209445953,24.0399704,25.39247704,17.66437149,28.34767151,17.03182411,20.33801651,21.36551094,24.18118668,26.0984478,20.01548576,27.15795326,28.36731911
18.51008224,14.75182056,23.4392395,8.216480255,24.09789658,25.47729683,17.67101479,28.36657715,17.06611633,20.39121628,21.39433289,24.23026276,26.13312912,20.02702522,27.18779945,28.41723061
18.53156471,14.79477119,23.48114586,8.223228455,24.15434074,25.56031418,17.67731476,28.38466072,17.09942245,20.44309425,21.42214775,24.27791595,26.16659355,20.03803062,27.21655655,28.46561623
18.55225945,14.8367424,23.5217762,8.229701996,24.20933914,25.64156532,17.68328857,28.40195656,17.13177299,20.49368286,21.44898987,24.32418823,26.19888496,20.04852676,27.2442627,28.51252365
18.57219315,14.87775707,23.56116676,8.235912323,24.26292992,25.72108841,17.6889534,28.4185009,17.16319275,20.54301643,21.47489548,24.36911964,26.2300415,20.05853844,27.27095604,28.55799675
18.59139633,14.91783714,23.5993576,8.241869926,24.31514931,25.79892159,17.6943264,28.43432617,17.19371033,20.59112358,21.4998951,24.41274834,26.26010513,20.06808853,27.29667473,28.60207939
18.6098938,14.95700359,23.63638496,8.247585297,24.36603165,25.87509918,17.69942093,28.44946289,17.22335052,20.63803673,21.52402115,24.45511246,26.289114,20.07719612,27.321455,28.64481544
18.62771416,14.9952774,23.67228317,8.25306797,24.41561317,25.94965553,17.70425224,28.46393967,17.25214005,20.68378448,21.54730415,24.49624825,26.31710625,20.08588409,27.34532928,28.68624496
18.64488029,15.0326786,23.70708656,8.258328438,24.46392441,26.02262688,17.70883369,28.47778702,17.28010178,20.72839546,21.56977463,24.53619194,26.34411621,20.09416962,27.36833191,28.726408
18.6614151,15.06922722,23.74082947,8.263374329,24.51099968,26.09404564,17.71317863,28.49103165,17.30726051,20.77189827,21.59145927,24.57497787,26.37017822,20.10207176,27.3904953,28.76534271
18.67734337,15.10494328,23.77354431,8.268215179,24.55686951,26.16394615,17.71729851,28.50370026,17.33363914,20.81431961,21.6123867,24.61264038,26.39532471,20.1096096,27.41184807,28.80308723
18.69268799,15.13984489,23.80526161,8.27285862,24.60156631,26.23236084,17.72120667,28.51581764,17.35925865,20.8556881,21.63258362,24.64920998,26.41959,20.1167984,27.43242073,28.83967781
18.70746803,15.17395115,23.83601379,8.277313232,24.64511871,26.29932022,17.72491264,28.5274086,17.38414192,20.89602852,21.65207481,24.68472099,26.4430027,20.12365532,27.4522419,28.87514877
